MLS No,Latitude,Longitude
ML81948164,37.3320028,-121.949022
ML81965739,37.2494618,-121.8111368
41020799,37.8512322,-122.06107
ML81956413,37.2839677,-121.8557406
41062196,37.8243806,-122.2068281
41040285,37.7684172,-122.1580364
BA322089923,38.3051307,-122.3384965
BA323012683,38.2959486,-122.2526558
41052737,37.8143087,-122.2327921
ML81946954,37.2670901,-121.8238872
ME223013097,38.7107882,-121.0909678
ME224084151,38.6636144,-121.0652164
41021784,38.860968,-121.2893116
41047174,37.7855168,-122.2233226
ML81949779,37.328875,-121.8495263
CRPW24094434,37.7503052,-122.1636935
41015055,37.8373524,-122.2021139
ML81928402,37.2159477,-121.8645569
CROC22242402,36.778261,-119.4179324
41042863,37.7820033,-122.2001955
41017258,37.8195772,-122.1897483
41058738,37.8591401,-122.0765655
ML81932099,37.34516139999999,-121.8875767
ME223008626,38.9157558,-121.2557615
41015310,37.9303804,-122.3411365
BA323912641,38.4869104,-122.6998095
41051997,37.88564030000001,-122.2683352
41041560,37.8586761,-122.0699075
ML81921117,37.252995,-121.9153364
ML81913019,37.3949128,-121.8465312
41033210,37.778508,-122.1770898
41054717,37.8321586,-122.2055436
ML81922104,37.3085568,-121.7898749
BA323912145,38.0282631,-122.5459476
ML81923445,37.2115015,-121.8396924
ML81959103,37.3257679,-121.8001032
ML81974249,37.3112343,-121.9297893
ME223032431,38.8856103,-121.2747688
41033751,37.7923431,-122.2304009
41063491,37.7402603,-122.1698044
ML81944604,37.2800398,-121.8747297
41034176,37.904826,-121.7298261
ML81963060,37.3197698,-121.9454668
ML81916820,37.2950665,-121.8137355
ML81930861,37.332457,-121.7915696
41034939,37.3959965,-121.8765361
41048040,37.8213229,-122.253789
BA324029568,38.4911549,-122.6881294
ML81974440,37.3360743,-121.9419242
ML81916808,37.3420118,-121.868823
41034916,37.7725307,-122.1857917
41044335,37.7624768,-122.1845185
ML81922442,37.3383042,-121.7803808
ML81914079,37.7919572,-122.2334038
ME223086024,38.8363255,-121.2539329
41032640,37.7933822,-122.1896026
ML81961993,37.3490445,-122.0213891
41024099,37.7951507,-122.1977995
41063378,37.8170417,-122.2392252
CRNP22210991,36.778261,-119.4179324
41037095,37.73759829999999,-122.1680368
41058075,37.8069382,-122.243187
41069813,37.8951521,-122.2830402
BA322100469,38.5123125,-122.714511
ML81948160,37.2117097,-121.8340761
41053709,37.8351584,-122.1897433
ME224073465,38.6363252,-121.0803189
ML81928991,37.3191858,-121.9415555
ME223114488,38.6110452,-121.3318173
ML81923623,37.2446365,-121.8141601
ML81949282,37.2681773,-121.8918779
ME224046706,38.664854,-121.0576793
ML81944755,37.3405788,-121.8546265
ML81961998,37.25992840000001,-121.869433
ML81969043,37.293072,-121.753881
41067702,37.9385746,-122.3418904
ML81919236,37.200112,-121.8420722
41059287,37.9509985,-122.3153356
ML81959042,37.2850528,-121.8513908
41024187,37.7982498,-122.2537569
ML81927507,37.2426524,-121.8950225
ME222141970,37.7299581,-122.1853085
ML81942378,37.2183655,-121.9815909
ML81919111,37.2448812,-121.973147
41058324,37.902715,-122.2653699
ML81947946,37.2417402,-121.8779705
ML81974387,37.3285927,-121.944023
ML81963240,37.3569017,-121.9006322
ML81942364,37.2135378,-121.8785165
ML81936816,37.2588794,-121.9018177
ML81971686,37.3038257,-121.9382379
ML81957820,37.2338479,-121.7960812
41015908,37.85139160000001,-122.2537367
41066357,37.83638699999999,-122.1981478
ML81959302,37.3007294,-122.0228768
41048981,37.7348461,-122.1818035
ML81931282,37.2468223,-121.8199519
ML81899680,37.3305402,-121.9041156
ML81970524,37.25031020000001,-121.810197
ML81933220,37.2298778,-121.8965961
41056516,37.8163249,-122.2085317
41063935,37.7855309,-122.2114975
41044948,37.923413,-122.3891993
41067096,37.7999199,-122.2409871
BA324007879,38.4945715,-122.7073279
BA323013707,38.2962294,-122.3405322
ML81945908,37.3540795,-121.8126434
ML81957352,37.3320793,-121.9161322
41019369,37.92707559999999,-121.7276449
41042196,37.8324564,-122.2729636
BA324045249,38.3194071,-122.3228938
ML81933526,37.2682395,-121.8539982
41053542,37.8005651,-122.1783966
ML81977441,37.2511187,-121.8148441
ML81941147,37.3088368,-122.0239272
ML81937893,37.2651328,-121.8571728
ML81980707,37.3240655,-121.8260079
41041519,37.8590704,-122.0705878
41041269,37.8473957,-122.2079708
41051935,37.8177849,-122.2025183
ML81965057,37.2473442,-121.9309783
41053386,37.8120779,-122.2627848
41021835,37.8670169,-122.0766254
BA323012747,37.9901535,-122.4817149
BA323041863,38.3324624,-122.2491087
ML81922737,37.3562005,-121.800785
ML81921041,37.2461881,-121.9007624
ML81932176,37.244276,-121.887421
BA324049916,38.3677781,-122.3483484
ML81945281,36.5987663,-121.6291343
ML81918481,37.29127390000001,-121.8434289
ML81934127,37.3284064,-121.9994931
ML81967314,37.3478715,-121.8264943
ML81939716,37.28352,-121.7417393
ME224033387,37.3956374,-121.8530943
BA324054252,38.2763172,-122.2915493
ML81957441,37.2332568,-121.791138
ME223004067,38.887631,-121.2814169
41048145,37.8804818,-122.0889296
ML81939279,37.2778577,-121.9864797
41015920,37.8482104,-122.2499735
ML81917204,37.3502297,-121.8176803
41027905,37.8254584,-122.1893263
SF423743435,37.8392737,-122.2580049
ML81962268,37.2315194,-121.8799586
41040496,37.8369234,-122.195545
ML81958766,37.4110723,-121.8605267
ML81946101,37.3489967,-121.9574747
ML81967713,37.38792910000001,-121.8644708
ML81941730,37.3636354,-121.91442
41032569,37.8565017,-122.0662676
ML81930754,37.3195896,-121.9894947
ML81927315,37.32723259999999,-121.947568
ML81916318,37.3470924,-121.8790083
ME224040494,38.6838251,-121.0518347
BA323041948,38.498003,-122.7450234
41042763,37.7923795,-122.2395414
BA323906314,37.9700054,-122.5049968
41050204,37.9112267,-122.3387334
41062193,37.2566345,-121.8140244
ML81934078,37.3314273,-121.7810406
ML81943864,37.3039223,-121.9526899
ME223001855,37.2725899,-121.8354302
BA324033902,37.3112378,-121.9275736
ML81962184,37.2396396,-121.7965955
ML81935154,37.2527475,-121.7954864
41032314,37.8359933,-122.2576158
41048431,37.8184962,-122.1980947
ML81928351,37.2893657,-121.829577
ML81958106,37.2646707,-121.8576495
ML81924090,37.2235634,-121.8829174
41057495,37.7833625,-122.1932374
41057358,37.74288490000001,-122.1791717
41011505,37.7831126,-122.2065253
ML81923901,37.3399665,-121.8801668
ML81913621,37.2899344,-121.8360892
ML81955214,37.4035351,-121.8484316
ML81954788,37.3330108,-121.7752197
CRTR23167422,36.778261,-119.4179324
ML81961895,37.4114919,-121.8603132
ML81954705,37.3036817,-121.9455744
ML81945080,37.29606200000001,-121.754254
ML81922125,37.7588531,-122.1506772
ML81919497,37.3229322,-121.804201
ML81945815,37.285382,-121.7414066
ML81948493,37.3567006,-121.8136448
ML81953096,37.3207678,-121.9308669
ML81969219,37.3007824,-121.8940002
ME223114275,38.8958922,-121.3963939
41065860,37.7863305,-122.2030648
ML81965686,37.3214609,-121.8942698
ML81976807,37.3682653,-121.8520264
41036616,37.8634497,-122.0741492
ML81932143,37.290093,-121.7982996
ML81945389,37.7633198,-122.2017949
BA324001703,38.3107791,-122.3401342
41052731,37.8431728,-122.2709205
41062657,37.773958,-122.1777402
ML81953335,37.3583933,-121.8345953
41060452,37.8611446,-122.0787234
41021872,37.8107467,-122.2377628
ML81965647,37.2972686,-121.8915002
41039128,37.8281003,-122.1991143
BA323907261,38.4856865,-122.705466
41034204,37.8414209,-122.2713925
41040378,37.8379363,-122.2717733
ML81919859,37.26715129999999,-121.8922982
41039821,37.7930529,-122.2421955
41058302,37.7333566,-122.136703
ML81944734,37.3299184,-121.9203212
41037471,37.8291579,-122.2214948
ME223094809,38.6938815,-121.1043424
41046576,37.8582583,-122.069375
CL22209119,37.2747891,-121.8057755
ML81940963,37.3066946,-121.9304449
ML81925007,37.2295446,-121.881614
ML81936815,37.2475175,-121.8075168
ML81921878,37.3117149,-121.9723248
ML81933868,36.6785106,-121.6011507
ML81939133,37.2312638,-121.7956144
41036577,37.8621085,-122.0722923
41062515,37.9235823,-121.7253926
ME224031602,38.777536,-121.2092636
41058123,37.8557402,-122.2698709
ML81972493,37.3720073,-122.0333575
41046554,37.857994,-122.0695381
ML81954619,37.2962289,-121.755078
ML81957220,37.2599411,-121.8911278
ML81961451,37.223567,-121.7881966
ML81930117,37.7795718,-122.2239305
ML81954702,37.2619654,-121.9052764
BA324010466,38.36815259999999,-122.3317518
ME223027396,38.6937574,-121.0902394
ML81960708,37.2496796,-121.8841568
ML81977132,37.2334,-121.9657369
ML81940060,37.2390858,-121.8597009
ML81914962,37.2453201,-121.7787324
41019686,37.7448635,-122.1456514
41055996,37.7969061,-122.1989341
41021827,37.8464894,-122.2181522
BA323050896,38.3112968,-122.3156176
ML81931688,37.3489444,-121.898261
ME222118310,38.8823212,-121.2712275
ML81913691,37.2465359,-121.9300511
ML81919632,37.7597248,-122.1692325
ML81950552,37.2473075,-121.8620074
ML81967004,37.22065509999999,-121.8767147
ML81940522,37.3271291,-121.7867193
ME223031042,38.7034327,-121.1869437
ML81933180,37.2597733,-121.8117392
ML81925495,37.2957663,-121.8852514
41014268,37.8759285,-122.3020497
ML81961825,37.307602,-121.89255
SF424004508,37.8264335,-122.2478052
ME224004382,38.8501613,-121.247967
41038613,37.8783904,-122.0777251
ML81965436,37.2262449,-121.7649804
41035115,37.7482909,-122.1686956
ME223005860,38.8080019,-121.2816681
41017600,37.333337,-121.9736828
ML81966543,37.2798779,-121.9234666
ME222091821,37.7864233,-122.2208873
41033212,37.8043149,-122.2323798
ML81963462,37.2742708,-121.929986
41026698,37.8862743,-122.2675012
41025979,37.822966,-122.252935
ML81968101,37.2515876,-121.9702591
41030327,37.8135767,-122.2457801
41038587,37.8651155,-122.0730448
ML81968898,37.3276543,-121.9528202
41057969,37.8005569,-122.1986583
41040202,37.8496506,-122.2439383
41011891,37.7554016,-122.1886619
SF423752542,37.7921347,-122.1865781
41031595,37.8251685,-122.2519525
BA323922056,38.4039146,-122.7383002
ML81917756,37.22833,-121.7905986
ML81940101,37.3338997,-121.9454001
ML81920470,37.2842971,-121.9894968
ML81936169,37.3794711,-121.8227222
ML81918689,37.4222401,-121.8600827
ML81919216,37.2475941,-121.8612042
ML81931657,37.2984324,-121.923507
41061531,37.7915599,-122.2100101
ML81944690,37.1956586,-121.8059235
41048960,37.8329692,-122.2032114
ML81976466,37.3484452,-121.9296453
ML81947636,37.267558,-121.8404486
41008544,37.8600712,-122.2744596
BA323919145,38.2753984,-122.2882413
41044252,37.7887274,-122.1984607
41062713,37.8121882,-122.2292116
BA323925378,38.4611406,-122.6801954
41054860,37.83469150000001,-122.1927122
ML81918156,37.2944529,-121.8367786
41036801,37.8376126,-122.2800692
ML81919523,37.2579197,-121.8902135
41029330,37.3012519,-121.8102174
ML81917041,37.3588015,-121.9128996
ML81955028,37.30591870000001,-121.9133761
41024811,37.37897239999999,-121.8129511
41055093,37.8005741,-122.2329032
ML81957077,37.2210498,-121.7838639
ML81955876,37.2380226,-121.9249334
ML81946158,37.2594958,-121.8475557
ML81915857,37.3556718,-121.8790973
ML81963318,37.309917,-121.8264503
41045009,37.8134691,-122.2968045
BA323017026,38.2612561,-122.3106737
ML81933937,37.206726,-121.8592409
ML81922349,37.3430924,-121.8271623
ML81921713,37.33662899999999,-121.8646172
ML81940461,37.2534113,-121.9122891
41011575,37.766207,-122.1375727
41054654,37.83633409999999,-122.2519991
ME223065482,38.7995698,-121.1968303
ML81958249,37.1102786,-121.9323477
ML81962049,37.2433388,-121.7960693
ML81919066,37.3910466,-121.8032498
41020166,37.2766461,-121.9826679
ML81918758,37.3411391,-121.8715376
41031382,37.7818237,-122.2307998
ML81920955,37.2828111,-121.9186081
41048864,37.8482341,-122.2480849
ML81932868,37.3513816,-121.8173146
ML81960150,37.308115,-121.9334917
ML81947660,37.3378796,-121.8577065
ML81956988,37.32205460000001,-121.8498547
41038536,37.8227295,-122.1888807
41016887,37.7665782,-122.190749
BA324001968,37.8623935,-122.0702301
41023014,37.8092533,-122.2067183
41038048,37.7665168,-122.1573039
41060139,37.77711010000001,-122.135636
BA324022778,37.9869357,-122.5154587
ML81964440,37.2489546,-121.8151651
ML81945090,37.2160048,-121.9783666
41028345,37.8990893,-121.7254295
41049754,37.8508702,-122.2430133
41022250,37.8305567,-122.2055034
ML81970858,37.3049117,-121.8868735
ME223031154,37.3106456,-121.797128
41017822,38.33219709999999,-122.330404
ML81961769,37.2256807,-121.8808877
ML81947222,37.2359725,-122.0138341
ME224020544,38.7252802,-121.0798117
ML81968862,37.2350601,-121.9334228
ML81940383,37.2393587,-121.8885772
ML81932618,37.3254443,-121.8028321
41037467,37.8594629,-122.0709822
ML81959450,37.3731126,-121.8826691
ML81916843,37.3079399,-121.7854813
ML81938795,37.2504943,-121.9463193
ME222143785,37.3805948,-121.8762504
BA323900918,38.4313238,-122.6555565
ME224020961,38.8561557,-121.2693305
ML81956458,37.2820085,-121.9907398
ML81921882,37.2308498,-121.9588218
ML81913769,37.37850299999999,-122.0180583
BA322104118,38.4312614,-122.6792628
41051174,37.7916102,-122.2190256
41022430,37.8507733,-122.0588092
41043596,37.875175,-122.0800071
41030267,37.9178684,-122.057067
BA324047178,38.28263940000001,-122.2965354
ME224026120,38.6778288,-121.0889168
ML81958116,37.3297441,-121.915396
ML81954175,37.2581882,-121.9363018
41015069,37.7687981,-122.1546658
ML81931197,37.3076262,-121.785509
41042327,37.9472659,-122.3392539
BA323007024,38.2765079,-122.2915604
41028708,37.7763983,-122.1672415
ML81950293,37.3729803,-121.8138003
41034451,37.7544339,-122.1902693
BA323916673,38.4558114,-122.6830006
41016417,37.8014023,-122.2122536
BA324030918,38.1186213,-122.5738215
41036034,37.7340595,-122.1845033
41022483,37.7760269,-122.2088694
ML81935662,37.37904870000001,-121.8159903
41029709,37.8179301,-122.247403
ML81973815,37.253717,-121.8566327
BA324045180,38.4732401,-122.7103064
ML81916032,37.2633634,-121.8460193
ML81930842,37.286757,-121.8218088
ML81912904,37.393426,-122.0169613
ML81940620,37.2819509,-121.9838434
41039969,37.8801381,-122.0814135
41051409,37.7693898,-122.1996655
41048826,37.7566474,-122.1922359
ML81970020,37.2859777,-121.9002958
41041331,37.8449947,-122.1967983
41064157,37.8242688,-122.2104863
41032764,37.80888849999999,-122.2377141
41046800,37.8803108,-122.0855519
41021113,37.8337069,-122.2269488
SF424019313,37.8050441,-122.2205758
ML81957162,37.260728,-121.795931
ML81945564,37.2810188,-121.9044135
ML81958953,37.2812483,-121.8886109
41038561,37.7322791,-122.1383637
ML81920811,37.2955144,-121.7637786
ML81961689,37.34863,-121.8144433
BA323013745,38.4740236,-122.707165
BA324041250,37.741244,-122.1481134
ML81944696,37.3394975,-122.0038314
41023000,37.8319728,-122.2006556
ML81942825,37.3096107,-121.9714766
ME224047156,38.8339679,-121.2417863
ML81960561,37.3366613,-121.9304005
41063031,37.840231,-122.2801386
ML81934708,37.40360039999999,-121.8732326
ML81946831,37.3061929,-121.9356986
ML81952596,37.2701086,-121.8902588
ML81921163,37.2619867,-121.8096968
41052078,37.9465786,-122.3406558
ML81948497,37.3120389,-121.8897244
ML81961153,37.2301728,-121.8333295
ML81920563,37.3586217,-121.8299968
41029480,37.8471948,-122.2551784
ML81974235,37.3097986,-121.7762863
ML81907332,37.8928756,-122.2529902
ML81919740,37.2551154,-121.8834171
41040345,37.8469823,-122.2765762
41018772,37.9700553,-122.3336528
41059401,37.2612853,-121.8668826
ML81962630,37.2383561,-121.8826566
ML81919505,37.2542897,-121.8943199
ML81967687,37.2835776,-121.8845336
ML81958916,37.3393767,-121.9155854
41030430,37.8338597,-122.1961584
41038105,37.83411359999999,-122.1884207
CRSC23005540,36.778261,-119.4179324
BA323920559,38.3122114,-122.3239494
41047848,37.779757,-122.2001467
ME223054041,38.6808599,-121.0423595
ME223051055,38.6884781,-121.0425291
SF422711731,37.3015083,-121.8841624
41051637,37.8670169,-122.0766254
ML81957789,37.2343919,-121.9103596
ML81970146,37.2481151,-121.8377019
BA322101322,38.3101065,-122.3435456
ML81939913,37.2627306,-121.8981235
41066100,37.8417886,-122.2210925
41031533,37.8768254,-122.0777152
ML81932992,37.31872329999999,-121.8872547
ML81973313,37.2587358,-121.9060937
41007619,37.7493342,-122.1273875
ML81959148,37.2398346,-121.8480358
ML81947225,37.21359899999999,-121.8778891
41016910,37.7979294,-122.188939
ML81961714,37.3365066,-121.9300242
41039524,37.8784513,-122.0766688
ML81915986,37.3845535,-121.8896952
41024331,37.7833174,-122.211787
ML81944437,37.3350738,-121.8954952
ML81932828,37.3365252,-121.9275096
SF424041524,37.8056997,-122.2207635
41014811,37.8286665,-122.2741394
ML81935827,37.3102103,-121.8924487
ML81915010,37.293603,-121.756322
ML81951568,37.3571781,-121.897316
ME224024088,38.6658074,-121.055513
ML81968378,37.2977599,-121.9473555
ML81949665,37.2464819,-121.892317
41059813,37.8235489,-122.2150476
BA324009938,38.3121912,-122.3112561
ML81971665,37.371195,-121.8622178
BA323042137,38.4516471,-122.6836982
41042330,37.809254,-122.1882851
ML81975266,37.2288278,-121.8003799
41027057,37.8567991,-122.2817154
41053123,37.9052778,-121.7265599
ML81917743,37.3245777,-121.9187104
ML81922021,37.2948689,-122.0234191
ME223039407,39.1735411,-121.0303943
ML81947895,37.3126846,-121.8756569
41041694,37.8332911,-122.1877027
BA323019443,38.4686607,-122.6869096
ML81951847,37.3041127,-121.8862606
41066585,37.844662,-122.2655438
41059211,37.8418108,-122.2498193
ML81919436,37.3006706,-121.898072
ML81916133,37.2799868,-121.8560391
ML81935328,37.3058149,-121.8219675
ME222113650,37.3352563,-121.7963128
ME223082229,38.6809156,-121.1171602
41066935,37.8340201,-122.1957154
ML81940302,37.3056853,-121.9196353
BA324052879,38.2886364,-122.2628983
41049255,37.792972,-122.2416567
41061218,37.8322482,-122.2620466
41007826,37.8094452,-122.3011753
ME224027432,38.5922046,-121.3539962
41039922,37.8484332,-122.2827147
ME224036426,38.709677,-121.1829453
ME223087544,37.8043612,-122.2030164
ML81928556,37.2460331,-121.8227479
ML81935452,37.2209997,-121.9034166
41030071,37.8643009,-122.0751628
41014363,37.9239936,-121.7246941
41064640,37.89561399999999,-122.28372
41063390,37.8370688,-122.1994585
41033158,37.2772051,-121.7647304
ML81920142,37.2296489,-121.8833885
ML81929436,37.2600378,-121.9348218
ML81938833,37.3196032,-121.8167775
ML81934836,37.2960102,-121.969431
41034315,37.7566957,-122.1747758
BA323915733,38.2945856,-122.2446686
BA324016523,38.3431766,-122.3195406
ML81937036,37.3123744,-121.7720355
41023845,37.9090209,-122.3406102
ML81948737,37.3272915,-121.785766
41060206,37.8306044,-122.2615338
ML81935068,37.353277,-121.8161224
41036566,37.8438778,-122.2718798
ML81941872,37.3045774,-122.015438
ML81960764,37.2620485,-121.885566
41041769,37.8086888,-122.2224525
BA322096208,37.7306104,-122.1784196
BA323921822,38.3262003,-122.3299055
ML81959765,37.3691545,-121.8187548
ML81971521,37.2241799,-121.979918
41060732,37.8505468,-122.2567702
BA323047993,37.8388097,-122.2686061
41043629,37.7780003,-122.1929982
ML81952068,37.3016901,-121.967972
41056533,37.7733884,-122.1618583
ML81959181,37.2831623,-121.8697588
41040539,37.8330096,-122.2133186
41025463,37.7947646,-122.2491151
ML81961652,37.4048155,-121.8418418
